null_logit_beta,null_binned_slope
-0.0968408351937954,-0.007066789754050441
0.009075309025085179,-0.003053450255028292
-0.02254406231218089,0.0027941846518579256
0.014134390903723761,0.0017629172278296745
0.035029924480624114,0.01042665516982434
0.03502992448062412,0.012527116070190306
-0.007771935320778732,0.009701958565540549
-0.001216827719354089,-0.002524619321206757
0.011611932819418603,-0.000892769049972629
-0.04352482225484677,-0.0031526216598360924
0.035029924480624135,0.0007530899691095188
0.05732315555104071,0.01478594363224513
0.03623003296194561,0.009352507415179913
-0.03081575912231858,-0.009073460571451383
0.005243381223478812,0.005521622843044582
-0.015768094032494462,-0.0031550987989894573
0.0078016236053323395,0.006616185715188461
-0.029426241539820156,-0.0003952868380726254
-0.06107101654871456,-0.0063909528064982
0.04689442587035627,0.011515238715852864
-0.02118049232533409,-0.00043714212088016846
0.055025308193117,0.009381977002220645
-0.032209710466644746,-0.008524214520130403
0.005243381223478828,0.0033599165901802676
-0.03501104230527556,-0.009063552014837937
-0.003827296953031516,-0.00045157791226425604
0.0433665183930481,0.008330721504229028
0.015390368454229095,0.0023251469791900183
0.0026704751013384414,0.0002172546613639803
0.044545428675567954,0.010444593148170435
-0.019821140199737786,0.0011468735414310565
-0.040668333023551134,-0.0026656460088221186
-0.02391188023050856,0.003813493423655441
0.05846796166668487,0.007746624544024519
-0.049294848924510304,-0.0085491568724005
0.02285420822654487,0.008236077334191865
-0.03081575912231856,-0.0020939347443843974
-0.015768094032494472,-0.009009738079799672
-0.040668333023551106,-0.003633617984734723
-0.044960146108330365,-0.00854462963762985
-0.01982114019973778,0.0006110382336855236
0.043366518393048205,0.01039325635228553
-0.05220894478867309,-0.008501322263477594
0.02776320217936217,0.008758928941898036
0.025315273916311165,0.0029003604305897408
0.02531527391631117,0.003499918229986984
0.026540869062587628,0.005479767560237039
0.001378459237406307,0.004974853930876953
-0.06557127126566384,-0.011835322627985503
0.011611932819418608,0.003393315407719086
-0.046400235288530205,-0.007996835677653592
-0.029426241539820118,-0.0027064762438210113
-0.017114970502016102,-0.008485861424284862
0.028982295376532338,0.010354903256439986
0.017891940190542528,0.0060923090596736425
-0.005138291471163706,0.006024059333251297
0.01789194019054252,0.004525206327899862
-0.08405839454229869,-0.015016337652647326
-0.05514280943445576,-0.011771002132061222
0.009075309025085179,0.0017998182323304996
0.09800056056060974,0.020820987744324875
0.01034540386310398,0.0028071683518972835
-0.00909463932403564,-0.001983829735154506
-0.0640659577100208,-0.005368141847738676
0.025315273916311175,0.005021663491991216
-0.03501104230527554,0.0005537221116852495
-0.015768094032494462,-0.004217287901403159
0.01161193281941861,0.0012854230898930535
-0.005138291471163731,-0.002524619321206757
0.012874920397005333,-0.0014310814968715238
-0.049294848924510304,-0.009540021104965926
-0.009094639324035625,0.0039017312240411705
-0.0038272969530315226,0.0055016347690812015
-0.018465976115796916,-0.004735612274338689
0.015390368454229102,0.0060923090596736425
-0.03641848741460942,-0.006925763066435084
0.04689442587035627,0.008370099647883215
-0.026660381411108602,0.002284743787727196
0.040999775210085854,0.004580045310746775
0.003958773858332945,0.000736604082108154
0.07752767713881249,0.024847911083438694
0.03862100109771722,0.002430297710113191
-0.09684083519379541,-0.009176134163221198
-0.04640023528853022,-0.004770036139686143
0.017891940190542528,-0.004086169770401252
0.042184640571496415,-0.0007731825276653642
0.015390368454229062,0.005502659816889845
0.02776320217936218,0.004502314071247057
-0.0171149705020161,-0.0031142685639905647
-0.02942624153982015,-0.003127679307566006
-0.013086612435761345,-0.008482359237322861
0.04218464057149642,0.007208312097125624
-0.01711497050201611,-0.006377969106458823
0.057323155551040714,0.010974449129800603
0.021618692589034733,0.0028265584215880894
-0.02942624153982013,-0.0074570711394099775
-0.009094639324035609,0.0028216041432813713
-0.003827296953031504,0.005476265373275032
0.03742705157400839,0.009387956328336012
-0.0025201512963896363,0.0049713517439149545
-0.03924709962896343,-0.002055581648538861
0.00395877385833293,-0.0030474709289129236
-0.005138291471163707,0.0034017718729878106
-0.037830495521481614,-0.004225744366671886
-0.028041126090233844,-0.0019673438481531288
0.003958773858332937,0.0022808145572291135
-0.025283976403744524,-0.011704204496983586
-0.022544062312180906,0.0006215447945715366
-0.006453161852496499,-0.004168428244671616
-0.02942624153982011,-0.00365753528919618
0.05961004696976679,0.015314774566066664
-0.013086612435761336,-0.0031202478901059274
0.04454542867556797,0.0023909195664590143
-0.07471542862226203,-0.018710722771937954
0.03382670518857616,0.00938940841968073
-0.019821140199737783,-0.004721176482954595
-0.013086612435761388,0.000675358729609804
-0.08721846406124764,-0.008593489294361397
-0.003827296953031517,-0.001471911731870415
-0.05958131211273034,-0.013340582002988367
-0.06107101654871456,-0.010169048491403907
0.07088515154873808,0.0077789983137546885
-0.0322097104666447,-0.0020471251832701364
0.02037982473053454,0.009859471140157276
0.03262035398221663,0.01044211600901707
0.04689442587035626,0.005631727852274469
0.010345403863103984,-0.004132552287979442
0.046894425870356256,0.011018781551761506
0.01913758165657719,0.012561966979073835
0.03862100109771722,0.007192851257932892
0.059610046969766795,0.014711714579707418
0.002670475101338442,0.0012340862940081409
0.009075309025085172,0.0012580035984695898
-0.014425317624448446,0.001708078244982765
0.061886127023211425,0.022779823952802918
0.028982295376532356,0.007197805536239619
-0.013086612435761353,0.002243486509192226
0.05502530819311699,0.007786002687678696
0.031410849594271,0.007141514462047987
-0.04352482225484673,-0.0031416880554140146
-0.04929484892451033,-0.006918758692511083
0.057323155551040714,0.010459028939554523
-0.06557127126566384,-0.014420709083748156
-0.033608127470925196,-0.006876903409703539
-0.0012168277193540544,-0.0030439687419509184
0.01913758165657719,-0.002981698341643932
-0.04209422927810894,-0.0020411458571547732
0.026540869062587628,0.005542037960544024
0.058467961666684866,0.013666011364295082
0.0013784592374063095,0.00497382888306831
0.03382670518857616,0.008231123055885147
8.270034232086045e-05,0.003865855267348989
0.005243381223478827,-0.0003439500421877212
0.027763202179362168,0.0055370836822373065
0.006524322704806096,0.004510770536515785
0.10220849952390804,0.013763132673485608
0.0350299244806241,0.0087399659157433
-0.02118049232533408,-0.0030928283986824635
0.07310927041259514,0.010999391482070697
0.02408639445715123,0.0007341269429547894
-0.13232894607558565,-0.011862742119408952
0.025315273916311172,0.003960499437386164
-0.10502783793465105,-0.015589501008429757
-0.04209422927810896,-0.005302796304005752
-0.056617245971318404,-0.011255154898279064
-0.04640023528853022,-0.008575551316015312
